M: 3
N: [564 780 281]
K: [32 34 24]
k_factory: 5e-27
t_mi_max: [array([0.21931708, 0.67452399, 0.1858921 , 0.55224792, 1.59062126,
       0.39591104, 1.92294124, 0.86204687, 1.02957586, 0.96204961,
       0.70969878, 1.1650242 , 1.99407361, 0.66282711, 0.71560944,
       1.79957846, 0.81192278, 0.70151848, 1.79511644, 1.14318811,
       1.51422654, 0.878812  , 1.70654269, 1.29534282, 0.50531864,
       1.29222245, 0.89935603, 0.12413811, 0.64567714, 0.13064551,
       0.57881182, 0.77111645, 1.43547053, 0.13867988, 1.65669249,
       1.66106328, 0.20151209, 1.46376639, 0.85307301, 0.28704676,
       0.35204122, 1.36626058, 0.49681246, 1.34560027, 0.20965438,
       0.15170842, 0.64326545, 0.74223431, 0.33175783, 0.49105358,
       1.55056671, 0.90990701, 1.04768647, 0.82378316, 1.97853769,
       0.91425428, 0.18187991, 0.13508613, 1.9334659 , 1.24128799,
       0.47698159, 1.11062166, 0.51564124, 1.70009993, 0.39618199,
       0.8499263 , 1.14445448, 1.19950932, 1.27968708, 1.75645676,
       1.70337279, 1.69349306, 1.35842069, 1.46963438, 0.76607083,
       0.83498111, 0.35582002, 0.92525052, 1.07112984, 0.86731948,
       0.63538525, 0.4317545 , 0.08955222, 0.26498141, 0.96673312,
       1.44136387, 1.23727079, 0.45962682, 0.20215767, 1.18913891,
       1.22938631, 0.32168818, 1.79618347, 0.96927764, 1.8927271 ,
       1.9456968 , 0.52187308, 1.55114095, 1.12645036, 1.99522962,
       0.13139734, 0.5822514 , 1.40102446, 1.88289137, 0.63270467,
       0.78012838, 1.79236563, 1.90545891, 0.87934226, 1.11504511,
       1.47631714, 0.71800398, 1.70895574, 1.35525441, 1.05430641,
       1.3373709 , 0.26831237, 1.50297259, 0.56033015, 0.76701047,
       0.72790188, 1.47270526, 1.21708995, 0.87379544, 0.27819876,
       1.10923261, 1.01198046, 0.85291791, 1.06148257, 0.79188353,
       0.75270453, 1.28022939, 1.92727734, 0.71168169, 1.48353872,
       0.22829075, 1.01619664, 0.18002327, 1.15983578, 0.72672133,
       0.65570533, 0.73635404, 1.99029509, 1.78317756, 0.99501117,
       1.88035733, 0.30245967, 0.61914797, 1.01759197, 0.55834952,
       1.7142226 , 1.23539614, 0.9974641 , 0.10727875, 1.08154093,
       0.73222734, 0.43309173, 1.79025753, 1.14455728, 1.50630334,
       1.09856551, 1.82230356, 1.41220149, 1.21377028, 1.02782629,
       0.54273663, 1.79988487, 1.15916949, 1.84099455, 0.89262851,
       0.90548202, 0.58184968, 1.20647027, 0.51824249, 0.33105138,
       0.67765111, 1.06275467, 0.6461442 , 1.03228535, 0.58812475,
       0.48528907, 0.82426098, 1.75998383, 1.30745308, 1.82919262,
       1.2048639 , 0.80215951, 0.52133289, 0.27512335, 1.03202648,
       1.7912126 , 0.29329029, 0.88751761, 1.84977441, 0.57531695,
       1.15366773, 1.34523052, 1.0996095 , 1.74662384, 0.26878474,
       0.3578154 , 1.56005026, 1.5292968 , 1.794033  , 1.90794862,
       1.06935263, 0.3843829 , 1.07728689, 0.31800103, 0.65452227,
       0.07442279, 0.43163804, 0.417843  , 1.3375819 , 0.65431181,
       0.20678857, 0.49913136, 1.21473815, 1.10850943, 1.71500757,
       0.06503509, 1.30591264, 0.25966874, 1.74259231, 1.95400898,
       0.46187669, 1.29108085, 1.11990214, 1.67462153, 0.2953403 ,
       1.87392018, 0.91057356, 0.65821015, 1.23075475, 1.05802195,
       0.65636245, 0.98533416, 1.06312482, 1.57444697, 0.50522189,
       0.74694793, 1.65171026, 1.1228732 , 0.0537168 , 1.95270897,
       0.54572946, 1.69108655, 0.68089261, 1.09088347, 0.48164891,
       0.08495466, 1.60546104, 1.32564676, 0.70860314, 1.40136754,
       1.14595836, 0.32440207, 1.53097455, 1.16646831, 0.94308034,
       1.80062497, 0.9692266 , 1.00040068, 0.26182872, 1.66124462,
       0.70782611, 0.77652948, 1.13210149, 0.66195083, 1.20621799,
       0.75435312, 1.08409126, 1.24729286, 0.67198869, 0.80720667,
       0.16543921, 0.37214321, 0.8892485 , 1.42413363, 1.2030132 ,
       0.91134294, 1.1700291 , 1.45776387, 0.22835226, 1.36041183,
       1.5146878 , 1.6057983 , 1.83656285, 1.9381744 , 0.75324768,
       1.84710719, 0.33993797, 0.05599463, 1.0143928 , 1.06591139,
       0.78895796, 1.30548956, 1.34838246, 1.76946824, 1.31872919,
       1.88582854, 0.13537386, 0.53721902, 0.72788561, 0.50035118,
       1.70246109, 1.3947699 , 1.6392556 , 1.16239217, 0.3427845 ,
       1.38129669, 0.10191813, 1.57898733, 1.65311903, 1.48046401,
       1.53527991, 1.68079228, 1.32262886, 1.72501645, 1.87382945,
       0.44558291, 1.94198536, 0.35279838, 0.4898139 , 1.64188521,
       1.83209503, 0.51476536, 1.65915772, 0.21967507, 1.07489519,
       1.54701069, 1.23478833, 1.1923024 , 0.36520294, 1.25514285,
       0.22248292, 1.68064943, 0.68895619, 1.11857451, 1.13852366,
       1.47441359, 0.53575084, 1.24480771, 1.03381396, 0.6025464 ,
       1.25179145, 0.39891362, 1.50112111, 0.78023365, 1.73840838,
       1.15891155, 1.86854287, 1.33757212, 0.6254392 , 1.73172323,
       0.21864945, 1.65479688, 1.75410172, 0.47145297, 0.48755998,
       0.69817812, 0.70479935, 1.91171894, 1.05531158, 0.37029658,
       1.40625655, 1.32030463, 0.06113283, 0.09793786, 0.97017606,
       0.45017128, 0.9943403 , 0.44880184, 1.07439341, 1.53909269,
       1.4283171 , 0.74128521, 1.68840241, 0.551111  , 0.9664098 ,
       1.33349369, 0.50321666, 0.2321259 , 1.19985187, 0.1319604 ,
       1.30557768, 0.23267364, 1.43476895, 0.30794947, 0.65486401,
       0.52469509, 0.81777822, 0.32135562, 0.55982693, 1.82622566,
       0.47446614, 1.84016505, 1.83856237, 1.03146363, 1.39446616,
       1.40616405, 0.18908356, 0.05814721, 1.92572786, 1.14519972,
       0.91911651, 1.85179792, 0.56533796, 0.58114481, 0.36132322,
       1.36926283, 0.46947997, 1.77811549, 1.26147887, 0.07795201,
       1.86218355, 0.39592554, 0.60173906, 1.28092076, 0.14845891,
       1.24821698, 1.15307351, 0.54815948, 1.57778615, 0.08128623,
       0.60917836, 0.60221251, 0.87547733, 1.67363858, 0.94842947,
       0.55947306, 0.81371829, 0.20095035, 1.16965737, 1.71833063,
       1.06847143, 1.74688421, 1.92233611, 0.95958728, 0.43073678,
       0.66226028, 1.75750675, 0.37225908, 1.81657796, 1.26050933,
       1.91487096, 1.14086744, 0.41682325, 0.31571543, 0.56378022,
       1.95335961, 1.32113302, 0.80167816, 0.06657167, 1.26429236,
       1.67182779, 1.00168495, 1.53678875, 0.80708074, 1.66917527,
       1.90768179, 0.66797906, 0.79292622, 0.65682061, 0.68742083,
       1.43178256, 0.81088559, 1.50786859, 1.9560663 , 1.4130998 ,
       1.90259087, 0.38523993, 0.43831697, 1.4129101 , 1.19441124,
